연도,일시,측정소,PM2.5
4,08-26 12:00,논산,0.05462838
4,08-26 13:00,논산,0.052476835
4,08-26 14:00,논산,0.049488135
4,08-26 15:00,논산,0.04498698
4,08-26 16:00,논산,0.043409046
4,08-26 17:00,논산,0.041055106
4,08-26 18:00,논산,0.043759633
4,08-26 19:00,논산,0.046882886
4,08-26 20:00,논산,0.051112894
4,08-26 21:00,논산,0.052797403
4,08-26 22:00,논산,0.053615116
4,08-26 23:00,논산,0.054153495
4,08-27 00:00,논산,0.05811177
4,08-27 01:00,논산,0.055696595
4,08-27 02:00,논산,0.05284084
4,08-27 03:00,논산,0.051570315
4,08-27 04:00,논산,0.04962019
4,08-27 05:00,논산,0.049593557
4,08-27 06:00,논산,0.051618736
4,08-27 07:00,논산,0.055455405
4,08-27 08:00,논산,0.060988102
4,08-27 09:00,논산,0.06360845
4,08-27 10:00,논산,0.059939455
4,08-27 11:00,논산,0.05638685
4,08-27 12:00,논산,0.05462838
4,08-27 13:00,논산,0.052476835
4,08-27 14:00,논산,0.049488135
4,08-27 15:00,논산,0.04498698
4,08-27 16:00,논산,0.043409046
4,08-27 17:00,논산,0.041055106
4,08-27 18:00,논산,0.043759633
4,08-27 19:00,논산,0.046882886
4,08-27 20:00,논산,0.051112894
4,08-27 21:00,논산,0.052797403
4,08-27 22:00,논산,0.053615116
4,08-27 23:00,논산,0.054153495
4,08-28 00:00,논산,0.05811177
4,08-28 01:00,논산,0.055696595
4,08-28 02:00,논산,0.05284084
4,08-28 03:00,논산,0.051570315
4,08-28 04:00,논산,0.04962019
4,08-28 05:00,논산,0.049593557
4,08-28 06:00,논산,0.051618736
4,08-28 07:00,논산,0.055455405
4,08-28 08:00,논산,0.060988102
4,08-28 09:00,논산,0.06360845
4,08-28 10:00,논산,0.059939455
4,08-28 11:00,논산,0.05638685
4,08-28 12:00,논산,0.05462838
4,08-28 13:00,논산,0.052476835
4,08-28 14:00,논산,0.049488135
4,08-28 15:00,논산,0.04498698
4,08-28 16:00,논산,0.043409046
4,08-28 17:00,논산,0.041055106
4,08-28 18:00,논산,0.043759633
4,08-28 19:00,논산,0.046882886
4,08-28 20:00,논산,0.051112894
4,08-28 21:00,논산,0.052797403
4,08-28 22:00,논산,0.053615116
4,08-28 23:00,논산,0.054153495
4,08-31 00:00,논산,0.05811177
4,08-31 01:00,논산,0.055696595
4,08-31 02:00,논산,0.05284084
4,08-31 03:00,논산,0.051570315
4,08-31 04:00,논산,0.04962019
4,08-31 05:00,논산,0.049593557
4,08-31 06:00,논산,0.051618736
4,08-31 07:00,논산,0.055455405
4,08-31 08:00,논산,0.060988102
4,08-31 09:00,논산,0.06360845
4,08-31 10:00,논산,0.059939455
4,08-31 11:00,논산,0.05638685
4,08-31 12:00,논산,0.05462838
4,08-31 13:00,논산,0.052476835
4,08-31 14:00,논산,0.049488135
4,08-31 15:00,논산,0.04498698
4,08-31 16:00,논산,0.043409046
4,08-31 17:00,논산,0.041055106
4,08-31 18:00,논산,0.043759633
4,08-31 19:00,논산,0.046882886
4,08-31 20:00,논산,0.051112894
4,08-31 21:00,논산,0.052797403
4,08-31 22:00,논산,0.053615116
4,08-31 23:00,논산,0.054153495
4,09-01 00:00,논산,0.0554498
4,09-01 01:00,논산,0.05274398
4,09-01 02:00,논산,0.048454277
4,09-01 03:00,논산,0.04602413
4,09-01 04:00,논산,0.043721963
4,09-01 05:00,논산,0.043695338
4,09-01 06:00,논산,0.046133287
4,09-01 07:00,논산,0.051129565
4,09-01 08:00,논산,0.059569776
4,09-01 09:00,논산,0.06203213
4,09-01 10:00,논산,0.05845558
4,09-01 11:00,논산,0.053468384
4,09-01 12:00,논산,0.04820772
4,09-01 13:00,논산,0.046056177
4,09-01 14:00,논산,0.043065343
4,09-01 15:00,논산,0.038564183
4,09-01 16:00,논산,0.03780165
4,09-01 17:00,논산,0.03767505
4,09-01 18:00,논산,0.041057702
4,09-01 19:00,논산,0.04727295
4,09-01 20:00,논산,0.0523913
4,09-01 21:00,논산,0.053999655
4,09-01 22:00,논산,0.054845516
4,09-01 23:00,논산,0.05377886
4,09-02 00:00,논산,0.0554498
4,09-02 01:00,논산,0.05274398
4,09-02 02:00,논산,0.048454277
4,09-02 03:00,논산,0.04602413
4,09-02 04:00,논산,0.043721963
4,09-02 05:00,논산,0.043695338
4,09-02 06:00,논산,0.046133287
4,09-02 07:00,논산,0.051129565
4,09-02 08:00,논산,0.059569776
4,09-02 09:00,논산,0.06203213
4,09-02 10:00,논산,0.05845558
4,09-02 11:00,논산,0.053468384
4,09-02 12:00,논산,0.04820772
4,09-02 13:00,논산,0.046056177
4,09-02 14:00,논산,0.043065343
4,09-02 15:00,논산,0.038564183
4,09-02 16:00,논산,0.03780165
4,09-02 17:00,논산,0.03767505
4,09-02 18:00,논산,0.041057702
4,09-02 19:00,논산,0.04727295
4,09-02 20:00,논산,0.0523913
4,09-02 21:00,논산,0.053999655
4,09-02 22:00,논산,0.054845516
4,09-02 23:00,논산,0.05377886
4,09-05 00:00,논산,0.0554498
4,09-05 01:00,논산,0.05274398
4,09-05 02:00,논산,0.048454277
4,09-05 03:00,논산,0.04602413
4,09-05 04:00,논산,0.043721963
4,09-05 05:00,논산,0.043695338
4,09-05 06:00,논산,0.046133287
4,09-05 07:00,논산,0.051129565
4,09-05 08:00,논산,0.059569776
4,09-05 09:00,논산,0.06203213
4,09-05 10:00,논산,0.05845558
4,09-05 11:00,논산,0.053468384
4,09-05 12:00,논산,0.04820772
4,09-05 13:00,논산,0.046056177
4,09-05 14:00,논산,0.043065343
4,09-05 15:00,논산,0.038564183
4,09-05 16:00,논산,0.03780165
4,09-05 17:00,논산,0.03767505
4,09-05 18:00,논산,0.041057702
4,09-05 19:00,논산,0.04727295
4,09-05 20:00,논산,0.0523913
4,09-05 21:00,논산,0.053999655
4,09-05 22:00,논산,0.054845516
4,09-05 23:00,논산,0.05377886
4,09-06 00:00,논산,0.0554498
4,09-06 01:00,논산,0.05274398
4,09-06 02:00,논산,0.048454277
4,09-06 03:00,논산,0.04602413
4,09-06 04:00,논산,0.043721963
4,09-06 05:00,논산,0.043695338
4,09-06 06:00,논산,0.046133287
4,09-06 07:00,논산,0.051129565
4,09-06 08:00,논산,0.059569776
4,09-06 09:00,논산,0.06203213
4,09-06 10:00,논산,0.05845558
4,09-06 11:00,논산,0.053468384
4,09-06 12:00,논산,0.04820772
4,09-06 13:00,논산,0.046056177
4,09-06 14:00,논산,0.043065343
4,09-06 15:00,논산,0.038564183
4,09-06 16:00,논산,0.03780165
4,09-06 17:00,논산,0.03767505
4,09-06 18:00,논산,0.041057702
4,09-06 19:00,논산,0.04727295
4,09-06 20:00,논산,0.0523913
4,09-06 21:00,논산,0.053999655
4,09-06 22:00,논산,0.054845516
4,09-06 23:00,논산,0.05377886
4,09-07 00:00,논산,0.0554498
4,09-07 01:00,논산,0.05274398
4,09-07 02:00,논산,0.048454277
4,09-07 03:00,논산,0.04602413
4,09-07 04:00,논산,0.043721963
4,09-07 05:00,논산,0.043695338
4,09-07 06:00,논산,0.046133287
4,09-07 07:00,논산,0.051129565
4,09-07 08:00,논산,0.059569776
4,09-07 09:00,논산,0.06203213
4,09-07 10:00,논산,0.05845558
4,09-07 11:00,논산,0.053468384
4,09-07 12:00,논산,0.04820772
4,09-07 13:00,논산,0.046056177
4,09-07 14:00,논산,0.043065343
4,09-07 15:00,논산,0.038564183
4,09-07 16:00,논산,0.03780165
4,09-07 17:00,논산,0.03767505
4,09-07 18:00,논산,0.041057702
4,09-07 19:00,논산,0.04727295
4,09-07 20:00,논산,0.0523913
4,09-07 21:00,논산,0.053999655
4,09-07 22:00,논산,0.054845516
4,09-07 23:00,논산,0.05377886
4,09-10 00:00,논산,0.0554498
4,09-10 01:00,논산,0.05274398
4,09-10 02:00,논산,0.048454277
4,09-10 03:00,논산,0.04602413
4,09-10 04:00,논산,0.043721963
4,09-10 05:00,논산,0.043695338
4,09-10 06:00,논산,0.046133287
4,09-10 07:00,논산,0.051129565
4,09-10 08:00,논산,0.059569776
4,09-10 09:00,논산,0.06203213
4,09-10 10:00,논산,0.05845558
4,09-10 11:00,논산,0.053468384
4,09-10 12:00,논산,0.04820772
4,09-10 13:00,논산,0.046056177
4,09-10 14:00,논산,0.043065343
4,09-10 15:00,논산,0.038564183
4,09-10 16:00,논산,0.03780165
4,09-10 17:00,논산,0.03767505
4,09-10 18:00,논산,0.041057702
4,09-10 19:00,논산,0.04727295
4,09-10 20:00,논산,0.0523913
4,09-10 21:00,논산,0.053999655
4,09-10 22:00,논산,0.054845516
4,09-10 23:00,논산,0.05377886
4,09-11 00:00,논산,0.0554498
4,09-11 01:00,논산,0.05274398
4,09-11 02:00,논산,0.048454277
4,09-11 03:00,논산,0.04602413
4,09-11 04:00,논산,0.043721963
4,09-11 05:00,논산,0.043695338
4,09-11 06:00,논산,0.046133287
4,09-11 07:00,논산,0.051129565
4,09-11 08:00,논산,0.059569776
4,09-11 09:00,논산,0.06203213
4,09-11 10:00,논산,0.05845558
4,09-11 11:00,논산,0.053468384
4,09-11 12:00,논산,0.04820772
4,09-11 13:00,논산,0.046056177
4,09-11 14:00,논산,0.043065343
4,09-11 15:00,논산,0.038564183
4,09-11 16:00,논산,0.03780165
4,09-11 17:00,논산,0.03767505
4,09-11 18:00,논산,0.041057702
4,09-11 19:00,논산,0.04727295
4,09-11 20:00,논산,0.0523913
4,09-11 21:00,논산,0.053999655
4,09-11 22:00,논산,0.054845516
4,09-11 23:00,논산,0.05377886
4,09-12 00:00,논산,0.0554498
4,09-12 01:00,논산,0.05274398
4,09-12 02:00,논산,0.048454277
4,09-12 03:00,논산,0.04602413
4,09-12 04:00,논산,0.043721963
4,09-12 05:00,논산,0.043695338
4,09-12 06:00,논산,0.046133287
4,09-12 07:00,논산,0.051129565
4,09-12 08:00,논산,0.059569776
4,09-12 09:00,논산,0.06203213
4,09-12 10:00,논산,0.05845558
4,09-12 11:00,논산,0.053468384
4,09-12 12:00,논산,0.04820772
4,09-12 13:00,논산,0.046056177
4,09-12 14:00,논산,0.043065343
4,09-12 15:00,논산,0.038564183
4,09-12 16:00,논산,0.03780165
4,09-12 17:00,논산,0.03767505
4,09-12 18:00,논산,0.041057702
4,09-12 19:00,논산,0.04727295
4,09-12 20:00,논산,0.0523913
4,09-12 21:00,논산,0.053999655
4,09-12 22:00,논산,0.054845516
4,09-12 23:00,논산,0.05377886
4,09-15 00:00,논산,0.0554498
4,09-15 01:00,논산,0.05274398
4,09-15 02:00,논산,0.048454277
4,09-15 03:00,논산,0.04602413
4,09-15 04:00,논산,0.043721963
4,09-15 05:00,논산,0.043695338
4,09-15 06:00,논산,0.046133287
4,09-15 07:00,논산,0.051129565
4,09-15 08:00,논산,0.059569776
4,09-15 09:00,논산,0.06203213
4,09-15 10:00,논산,0.05845558
4,09-15 11:00,논산,0.053468384
4,09-15 12:00,논산,0.04820772
4,09-15 13:00,논산,0.046056177
4,09-15 14:00,논산,0.043065343
4,09-15 15:00,논산,0.038564183
4,09-15 16:00,논산,0.03780165
4,09-15 17:00,논산,0.03767505
4,09-15 18:00,논산,0.041057702
4,09-15 19:00,논산,0.04727295
4,09-15 20:00,논산,0.0523913
4,09-15 21:00,논산,0.053999655
4,09-15 22:00,논산,0.054845516
4,09-15 23:00,논산,0.05377886
4,09-16 00:00,논산,0.0554498
4,09-16 01:00,논산,0.05274398
4,09-16 02:00,논산,0.048454277
4,09-16 03:00,논산,0.04602413
4,09-16 04:00,논산,0.043721963
4,09-16 05:00,논산,0.043695338
4,09-16 06:00,논산,0.046133287
4,09-16 07:00,논산,0.051129565
4,09-16 08:00,논산,0.059569776
4,09-16 09:00,논산,0.06203213
4,09-16 10:00,논산,0.05845558
4,09-16 11:00,논산,0.053468384
4,09-16 12:00,논산,0.04820772
4,09-16 13:00,논산,0.046056177
4,09-16 14:00,논산,0.043065343
4,09-16 15:00,논산,0.038564183
4,09-16 16:00,논산,0.03780165
4,09-16 17:00,논산,0.03767505
4,09-16 18:00,논산,0.041057702
4,09-16 19:00,논산,0.04727295
4,09-16 20:00,논산,0.0523913
4,09-16 21:00,논산,0.053999655
4,09-16 22:00,논산,0.054845516
4,09-16 23:00,논산,0.05377886
4,09-17 00:00,논산,0.0554498
4,09-17 01:00,논산,0.05274398
4,09-17 02:00,논산,0.048454277
4,09-17 03:00,논산,0.04602413
4,09-17 04:00,논산,0.043721963
4,09-17 05:00,논산,0.043695338
4,09-17 06:00,논산,0.046133287
4,09-17 07:00,논산,0.051129565
4,09-17 08:00,논산,0.059569776
4,09-17 09:00,논산,0.06203213
4,09-17 10:00,논산,0.05845558
4,09-17 11:00,논산,0.053468384
4,09-17 12:00,논산,0.04820772
4,09-17 13:00,논산,0.046056177
4,09-17 14:00,논산,0.043065343
4,09-17 15:00,논산,0.038564183
4,09-17 16:00,논산,0.03780165
4,09-17 17:00,논산,0.03767505
4,09-17 18:00,논산,0.041057702
4,09-17 19:00,논산,0.04727295
4,09-17 20:00,논산,0.0523913
4,09-17 21:00,논산,0.053999655
4,09-17 22:00,논산,0.054845516
4,09-17 23:00,논산,0.05377886
4,09-20 00:00,논산,0.0554498
4,09-20 01:00,논산,0.05274398
4,09-20 02:00,논산,0.048454277
4,09-20 03:00,논산,0.04602413
4,09-20 04:00,논산,0.043721963
4,09-20 05:00,논산,0.043695338
4,09-20 06:00,논산,0.046133287
4,09-20 07:00,논산,0.051129565
4,09-20 08:00,논산,0.059569776
4,09-20 09:00,논산,0.06203213
4,09-20 10:00,논산,0.05845558
4,09-20 11:00,논산,0.053468384
4,09-20 12:00,논산,0.04820772
4,09-20 13:00,논산,0.046056177
4,09-20 14:00,논산,0.043065343
4,09-20 15:00,논산,0.038564183
4,09-20 16:00,논산,0.03780165
4,09-20 17:00,논산,0.03767505
4,09-20 18:00,논산,0.041057702
4,09-20 19:00,논산,0.04727295
4,09-20 20:00,논산,0.0523913
4,09-20 21:00,논산,0.053999655
4,09-20 22:00,논산,0.054845516
4,09-20 23:00,논산,0.05377886
4,09-21 00:00,논산,0.0554498
4,09-21 01:00,논산,0.05274398
4,09-21 02:00,논산,0.048454277
4,09-21 03:00,논산,0.04602413
4,09-21 04:00,논산,0.043721963
4,09-21 05:00,논산,0.043695338
4,09-21 06:00,논산,0.046133287
4,09-21 07:00,논산,0.051129565
4,09-21 08:00,논산,0.059569776
4,09-21 09:00,논산,0.06203213
4,09-21 10:00,논산,0.05845558
4,09-21 11:00,논산,0.053468384
4,09-21 12:00,논산,0.04820772
4,09-21 13:00,논산,0.046056177
4,09-21 14:00,논산,0.043065343
4,09-21 15:00,논산,0.038564183
4,09-21 16:00,논산,0.03780165
4,09-21 17:00,논산,0.03767505
4,09-21 18:00,논산,0.041057702
4,09-21 19:00,논산,0.04727295
4,09-21 20:00,논산,0.0523913
4,09-21 21:00,논산,0.053999655
4,09-21 22:00,논산,0.054845516
4,09-21 23:00,논산,0.05377886
4,09-22 00:00,논산,0.0554498
4,09-22 01:00,논산,0.05274398
4,09-22 02:00,논산,0.048454277
4,09-22 03:00,논산,0.04602413
4,09-22 04:00,논산,0.043721963
4,09-22 05:00,논산,0.043695338
4,09-22 06:00,논산,0.046133287
4,09-22 07:00,논산,0.051129565
4,09-22 08:00,논산,0.059569776
4,09-22 09:00,논산,0.06203213
4,09-22 10:00,논산,0.05845558
4,09-22 11:00,논산,0.053468384
4,09-22 12:00,논산,0.04820772
4,09-22 13:00,논산,0.046056177
4,09-22 14:00,논산,0.043065343
4,09-22 15:00,논산,0.038564183
4,09-22 16:00,논산,0.03780165
4,09-22 17:00,논산,0.03767505
4,09-22 18:00,논산,0.041057702
4,09-22 19:00,논산,0.04727295
4,09-22 20:00,논산,0.0523913
4,09-22 21:00,논산,0.053999655
4,09-22 22:00,논산,0.054845516
4,09-22 23:00,논산,0.05377886
4,09-25 00:00,논산,0.0554498
4,09-25 01:00,논산,0.05274398
4,09-25 02:00,논산,0.048454277
4,09-25 03:00,논산,0.04602413
4,09-25 04:00,논산,0.043721963
4,09-25 05:00,논산,0.043695338
4,09-25 06:00,논산,0.046133287
4,09-25 07:00,논산,0.051129565
4,09-25 08:00,논산,0.059569776
4,09-25 09:00,논산,0.06203213
4,09-25 10:00,논산,0.05845558
4,09-25 11:00,논산,0.053468384
4,09-25 12:00,논산,0.04820772
4,09-25 13:00,논산,0.046056177
4,09-25 14:00,논산,0.043065343
4,09-25 15:00,논산,0.038564183
4,09-25 16:00,논산,0.03780165
4,09-25 17:00,논산,0.03767505
4,09-25 18:00,논산,0.041057702
4,09-25 19:00,논산,0.04727295
4,09-25 20:00,논산,0.0523913
4,09-25 21:00,논산,0.053999655
4,09-25 22:00,논산,0.054845516
4,09-25 23:00,논산,0.05377886
4,09-26 00:00,논산,0.0554498
4,09-26 01:00,논산,0.05274398
4,09-26 02:00,논산,0.048454277
4,09-26 03:00,논산,0.04602413
4,09-26 04:00,논산,0.043721963
4,09-26 05:00,논산,0.043695338
4,09-26 06:00,논산,0.046133287
4,09-26 07:00,논산,0.051129565
4,09-26 08:00,논산,0.059569776
4,09-26 09:00,논산,0.06203213
4,09-26 10:00,논산,0.05845558
4,09-26 11:00,논산,0.053468384
4,09-26 12:00,논산,0.04820772
4,09-26 13:00,논산,0.046056177
4,09-26 14:00,논산,0.043065343
4,09-26 15:00,논산,0.038564183
4,09-26 16:00,논산,0.03780165
4,09-26 17:00,논산,0.03767505
4,09-26 18:00,논산,0.041057702
4,09-26 19:00,논산,0.04727295
4,09-26 20:00,논산,0.0523913
4,09-26 21:00,논산,0.053999655
4,09-26 22:00,논산,0.054845516
4,09-26 23:00,논산,0.05377886
4,09-27 00:00,논산,0.0554498
4,09-27 01:00,논산,0.05274398
4,09-27 02:00,논산,0.048454277
4,09-27 03:00,논산,0.04602413
4,09-27 04:00,논산,0.043721963
4,09-27 05:00,논산,0.043695338
4,09-27 06:00,논산,0.046133287
4,09-27 07:00,논산,0.051129565
4,09-27 08:00,논산,0.059569776
4,09-27 09:00,논산,0.06203213
4,09-27 10:00,논산,0.05845558
4,09-27 11:00,논산,0.053468384
4,09-27 12:00,논산,0.04820772
4,09-27 13:00,논산,0.046056177
4,09-27 14:00,논산,0.043065343
4,09-27 15:00,논산,0.038564183
4,09-27 16:00,논산,0.03780165
4,09-27 17:00,논산,0.03767505
4,09-27 18:00,논산,0.041057702
4,09-27 19:00,논산,0.04727295
4,09-27 20:00,논산,0.0523913
4,09-27 21:00,논산,0.053999655
4,09-27 22:00,논산,0.054845516
4,09-27 23:00,논산,0.05377886
4,09-30 00:00,논산,0.0554498
4,09-30 01:00,논산,0.05274398
4,09-30 02:00,논산,0.048454277
4,09-30 03:00,논산,0.04602413
4,09-30 04:00,논산,0.043721963
4,09-30 05:00,논산,0.043695338
4,09-30 06:00,논산,0.046133287
4,09-30 07:00,논산,0.051129565
4,09-30 08:00,논산,0.059569776
4,09-30 09:00,논산,0.06203213
4,09-30 10:00,논산,0.05845558
4,09-30 11:00,논산,0.053468384
4,09-30 12:00,논산,0.04820772
4,09-30 13:00,논산,0.046056177
4,09-30 14:00,논산,0.043065343
4,09-30 15:00,논산,0.038564183
4,09-30 16:00,논산,0.03780165
4,09-30 17:00,논산,0.03767505
4,09-30 18:00,논산,0.041057702
4,09-30 19:00,논산,0.04727295
4,09-30 20:00,논산,0.0523913
4,09-30 21:00,논산,0.053999655
4,09-30 22:00,논산,0.054845516
4,09-30 23:00,논산,0.05377886
4,10-01 00:00,논산,0.08060901
4,10-01 01:00,논산,0.07532739
4,10-01 02:00,논산,0.07061786
4,10-01 03:00,논산,0.06690351
4,10-01 04:00,논산,0.061618775
4,10-01 05:00,논산,0.060497303
4,10-01 06:00,논산,0.06388847
4,10-01 07:00,논산,0.06970812
4,10-01 08:00,논산,0.08080426
4,10-01 09:00,논산,0.08632182
4,10-01 10:00,논산,0.07809677
4,10-01 11:00,논산,0.066754855
4,10-01 12:00,논산,0.06095225
4,10-01 13:00,논산,0.05755242
4,10-01 14:00,논산,0.05348552
4,10-01 15:00,논산,0.05012781
4,10-01 16:00,논산,0.052461803
4,10-01 17:00,논산,0.058473524
4,10-01 18:00,논산,0.06684825
4,10-01 19:00,논산,0.07474393
4,10-01 20:00,논산,0.081520714
4,10-01 21:00,논산,0.083147295
4,10-01 22:00,논산,0.08279677
4,10-01 23:00,논산,0.081564255
4,10-02 00:00,논산,0.08060901
4,10-02 01:00,논산,0.07532739
4,10-02 02:00,논산,0.07061786
4,10-02 03:00,논산,0.06690351
4,10-02 04:00,논산,0.061618775
4,10-02 05:00,논산,0.060497303
4,10-02 06:00,논산,0.06388847
4,10-02 07:00,논산,0.06970812
4,10-02 08:00,논산,0.08080426
4,10-02 09:00,논산,0.08632182
4,10-02 10:00,논산,0.07809677
4,10-02 11:00,논산,0.066754855
4,10-02 12:00,논산,0.06095225
4,10-02 13:00,논산,0.05755242
4,10-02 14:00,논산,0.05348552
4,10-02 15:00,논산,0.05012781
4,10-02 16:00,논산,0.052461803
4,10-02 17:00,논산,0.058473524
4,10-02 18:00,논산,0.06684825
4,10-02 19:00,논산,0.07474393
4,10-02 20:00,논산,0.081520714
4,10-02 21:00,논산,0.083147295
4,10-02 22:00,논산,0.08279677
4,10-02 23:00,논산,0.081564255
4,10-05 00:00,논산,0.08060901
4,10-05 01:00,논산,0.07532739
4,10-05 02:00,논산,0.07061786
4,10-05 03:00,논산,0.06690351
4,10-05 04:00,논산,0.061618775
4,10-05 05:00,논산,0.060497303
4,10-05 06:00,논산,0.06388847
4,10-05 07:00,논산,0.06970812
4,10-05 08:00,논산,0.08080426
4,10-05 09:00,논산,0.08632182
4,10-05 10:00,논산,0.07809677
4,10-05 11:00,논산,0.066754855
4,10-05 12:00,논산,0.06095225
4,10-05 13:00,논산,0.05755242
4,10-05 14:00,논산,0.05348552
4,10-05 15:00,논산,0.05012781
4,10-05 16:00,논산,0.052461803
4,10-05 17:00,논산,0.058473524
4,10-05 18:00,논산,0.06684825
4,10-05 19:00,논산,0.07474393
4,10-05 20:00,논산,0.081520714
4,10-05 21:00,논산,0.083147295
4,10-05 22:00,논산,0.08279677
4,10-05 23:00,논산,0.081564255
4,10-06 00:00,논산,0.08060901
4,10-06 01:00,논산,0.07532739
4,10-06 02:00,논산,0.07061786
4,10-06 03:00,논산,0.06690351
4,10-06 04:00,논산,0.061618775
4,10-06 05:00,논산,0.060497303
4,10-06 06:00,논산,0.06388847
4,10-06 07:00,논산,0.06970812
4,10-06 08:00,논산,0.08080426
4,10-06 09:00,논산,0.08632182
4,10-06 10:00,논산,0.07809677
4,10-06 11:00,논산,0.066754855
4,10-06 12:00,논산,0.06095225
4,10-06 13:00,논산,0.05755242
4,10-06 14:00,논산,0.05348552
4,10-06 15:00,논산,0.05012781
4,10-06 16:00,논산,0.052461803
4,10-06 17:00,논산,0.058473524
4,10-06 18:00,논산,0.06684825
4,10-06 19:00,논산,0.07474393
4,10-06 20:00,논산,0.081520714
4,10-06 21:00,논산,0.083147295
4,10-06 22:00,논산,0.08279677
4,10-06 23:00,논산,0.081564255
4,10-07 00:00,논산,0.08060901
4,10-07 01:00,논산,0.07532739
4,10-07 02:00,논산,0.07061786
4,10-07 03:00,논산,0.06690351
4,10-07 04:00,논산,0.061618775
4,10-07 05:00,논산,0.060497303
4,10-07 06:00,논산,0.06388847
4,10-07 07:00,논산,0.06970812
4,10-07 08:00,논산,0.08080426
4,10-07 09:00,논산,0.08632182
4,10-07 10:00,논산,0.07809677
4,10-07 11:00,논산,0.066754855
4,10-07 12:00,논산,0.06095225
4,10-07 13:00,논산,0.05755242
4,10-07 14:00,논산,0.05348552
4,10-07 15:00,논산,0.05012781
4,10-07 16:00,논산,0.052461803
4,10-07 17:00,논산,0.058473524
4,10-07 18:00,논산,0.06684825
4,10-07 19:00,논산,0.07474393
4,10-07 20:00,논산,0.081520714
4,10-07 21:00,논산,0.083147295
4,10-07 22:00,논산,0.08279677
4,10-07 23:00,논산,0.081564255
4,10-10 00:00,논산,0.08060901
4,10-10 01:00,논산,0.07532739
4,10-10 02:00,논산,0.07061786
4,10-10 03:00,논산,0.06690351
4,10-10 04:00,논산,0.061618775
4,10-10 05:00,논산,0.060497303
4,10-10 06:00,논산,0.06388847
4,10-10 07:00,논산,0.06970812
4,10-10 08:00,논산,0.08080426
4,10-10 09:00,논산,0.08632182
4,10-10 10:00,논산,0.07809677
